,case_id,Authority,Betrayal,Care,Degradation,Fairness,Freedom,GEOID,Harm,Injustice,Loyalty,Oppression,Purity,Subversion,for_sah,is_vivid,retweet_count,screen_name,text,user_id,month,day,year,clf_unemploy_pct,cvap,demgov,female_pct,lesscollege_pct,lesshs_pct,mask_score,median_hh_inc,net_dem_gov_votes,net_dem_president_votes,parent,repgov,ruralurban_cc,urm_pct,is_blue,deaths,cases
1403,5756,0,0,1,0,0,0,6067,0,0,0,0,0,0,1,0,0.0,MaryAnn46033044,@crooksandliars  he wants to lessen the spread stay the hell home,900619970928754688,6,23,2020,8.0,9.0,8.0,7.0,1.0,5.0,8.0,8.0,9.0,9.0,0607,8.0,1.0,7.0,1.0,66.0,2374.0
1404,5757,0,0,0,0,0,0,4013,0,0,1,0,0,0,1,0,12.0,prydaslut,"We opened up our FOURTH covid unit !! We have been code lavender (too many patients, not enough staff) since Friday. Please stay the fuck home.",1150032729049714691,6,23,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,663.0,33883.0
1405,5761,0,1,0,0,0,0,6071,1,0,0,0,0,0,1,0,0.0,littlexchamp,Stop getting minimum wage workers who are held hostage sick stay the fuck home. selfish. https://t.co/8GAy8EBIMB,25354926,6,23,2020,9.0,9.0,8.0,4.0,4.0,8.0,9.0,7.0,0.0,9.0,0631,8.0,1.0,9.0,1.0,234.0,10010.0
1406,5766,0,0,1,0,0,0,51650,0,0,0,0,0,0,1,0,0.0,erb_kay,"@RonSarkar No Ron not yet, wait please! Nothing is consistent across the country. Experts have been ignored by trump. That virus is far from being controlled. Please stay safe &amp; stay home for now.",1037662144190398475,6,23,2020,7.0,8.0,0.0,8.0,2.0,2.0,9.0,6.0,8.0,9.0,5103,0.0,1.0,9.0,1.0,5.0,271.0
1407,577,0,0,0,0,0,0,6113,1,0,1,0,0,0,1,0,0.0,mwgjerde,This is the current best estimate of where we are today. America may become #1 in total cases soon. Please we all need to work together and stay home if possible! https://t.co/I7UOOfffdJ,2746746139,3,26,2020,6.0,8.0,8.0,7.0,0.0,5.0,9.0,8.0,9.0,9.0,0603,6.0,1.0,8.0,1.0,1.0,11.0
1409,5776,0,0,0,0,0,0,12095,1,0,0,0,0,0,1,0,0.0,xokailynn,Stay the fuck home! You know you have it stop fucking spreading it!,2859774754,6,23,2020,6.0,9.0,8.0,6.0,1.0,4.0,9.0,6.0,9.0,9.0,1210,8.0,1.0,9.0,1.0,51.0,5502.0
1410,578,0,0,1,0,0,0,53061,0,0,0,0,0,0,1,0,0.0,Sharleesmad,"@Mark_McClurg @LarryFinesGhost I can't watch this. My God , what people are going through. I'm crying for this Man and all who are sick  and who have perished  . Please stay home stay safe .",2976278284,3,26,2020,4.0,9.0,8.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0,5301,8.0,1.0,5.0,1.0,18.0,778.0
1411,5780,0,0,1,0,0,0,22075,0,0,0,0,0,0,1,0,1.0,0o_BiTeMe_o0,"Oh and if you feel sick, stay your ass home",48850319,6,23,2020,1.0,4.0,0.0,6.0,6.0,7.0,5.0,6.0,8.0,4.0,2201,0.0,1.0,7.0,0.0,17.0,244.0
1412,5797,0,0,0,0,0,0,36081,0,0,1,0,0,0,1,0,1.0,uthmanbaksh,"If we are gonna solve our problems, we have to shake off Individualism and embrace collective acts. Even though we are slowly reopening, we still should be taking actions to protect not just ourselves but everyone around us. Stay home if you can and wear a  when outside! https://t.co/rghvywfnuG",16362685,6,23,2020,6.0,9.0,8.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,3606,8.0,1.0,8.0,1.0,7025.0,65872.0
1413,580,0,0,1,0,0,0,13059,0,0,0,0,0,0,1,0,0.0,lorrileiclark,"@BarackObama I agree!!! People stay home... Wash, sanitize and do it Again!!!!",1636226928,3,26,2020,7.0,8.0,7.0,9.0,0.0,5.0,7.0,0.0,9.0,9.0,1310,5.0,3.0,8.0,1.0,1.0,24.0
1414,581,0,0,1,0,0,0,24510,0,0,0,0,0,0,1,0,0.0,NeilAloise,Opening Day! Stay home. Stay safe. Stay aware. Stay calm. @ Oriole Park at Camden Yards https://t.co/kW5vaUNPpM,490547009,3,26,2020,9.0,9.0,8.0,9.0,1.0,6.0,8.0,4.0,9.0,9.0,2403,7.0,1.0,9.0,1.0,0.0,72.0
1417,5816,0,0,1,0,0,0,49035,0,0,0,0,0,0,1,0,0.0,cowmilkhater,"Whats crazy about this is they KNOW the safest measure is staying home, it always has been. But Herbert is essentially admitting we have enough stupid people that will keep the economy going while we urge everyone else to be safe (which means stay home) https://t.co/wSX2snzwPX",581526267,6,23,2020,2.0,9.0,8.0,3.0,1.0,3.0,8.0,9.0,0.0,9.0,4904,8.0,1.0,6.0,1.0,105.0,9207.0
1418,5817,0,0,0,0,0,0,6037,0,0,1,0,0,0,1,0,0.0,MegganAnderson,"@KTLA All of that being said; stay home as often as possible right now and wearing a mask is not a big deal, so do it!

Its easy to follow these simple rules to help us all stay healthy.

Stay safe dudes. ",26691059,6,23,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,3171.0,88512.0
1419,5821,0,0,1,0,0,0,6065,0,0,0,0,0,0,1,0,0.0,PopandBubbly,"Marg our words: stay home, stay safe!  https://t.co/eZMnbaZC8j",1200928630907363328,6,23,2020,9.0,9.0,8.0,4.0,3.0,7.0,9.0,8.0,0.0,9.0,0636,8.0,1.0,9.0,1.0,431.0,14431.0
1421,583,0,0,1,0,0,0,48479,0,0,0,0,0,0,1,0,0.0,ClariHill3,Stay at home if you dont need to be at work!!! Were in a serious situation!!! &amp; pls stop coming to H-E-B use the curbside option!!!! https://t.co/4xM4GvpCKn,321809644,3,26,2020,3.0,8.0,7.0,7.0,5.0,9.0,9.0,2.0,9.0,9.0,4828,5.0,2.0,9.0,1.0,0.0,11.0
1422,5832,0,0,1,0,0,0,48453,0,0,0,0,0,0,0,0,0.0,buildsomething7,@GovAbbott  @POTUS more cases does not mean more death.  Dont kill Texas by shutting down and forcing people to wear masks. Masks are for power and control and humiliation.  People who are sick or at risk should stay home.  @DanPatrick @KenPaxtonTX @DanCrenshawTX @SenTedCruz,59457935,6,23,2020,2.0,9.0,8.0,2.0,0.0,4.0,9.0,9.0,9.0,9.0,4835,8.0,1.0,8.0,1.0,112.0,6339.0
1424,5849,0,0,0,0,0,0,36109,0,0,1,0,0,0,1,0,0.0,tarynlynne__,"wowww i miss concerts, can we all please follow guidelines and stay home as much as possible so we can actually have concerts again at some point in our lifetime https://t.co/dqKaoFuv8J",367485257,6,24,2020,3.0,8.0,7.0,6.0,0.0,0.0,9.0,7.0,9.0,9.0,3623,4.0,3.0,4.0,1.0,0.0,175.0
1425,5855,0,0,0,0,0,0,27123,1,0,0,0,0,0,1,0,0.0,EARTHWITCH8,People go home and stay there your going to get sick. People are getting sick and dying alone. Its not a joke.,547198511,6,24,2020,4.0,9.0,8.0,8.0,0.0,2.0,7.0,8.0,9.0,9.0,2704,8.0,1.0,6.0,1.0,215.0,4424.0
1426,586,0,0,1,0,0,0,48029,0,0,1,0,0,0,1,0,0.0,PhotoPete105,"Doing what needs to be done! Keeping us on the move safely!!! Yall stay safe, if youre able stay home, stay safe, check on family and friends!!!! @ San Antonio, Texas https://t.co/vFr7heHoak",341829962,3,26,2020,4.0,9.0,8.0,6.0,1.0,6.0,9.0,7.0,2.0,9.0,4820,8.0,1.0,9.0,1.0,3.0,84.0
1427,587,0,0,0,0,0,0,42003,0,0,1,0,0,0,1,0,205.0,JohnFetterman,"Pennsylvania. Will.  Prevail.  









                             &gt;

                            

Stay:  Home.  Together.  Kind.",3622368202,3,26,2020,4.0,9.0,8.0,8.0,0.0,0.0,9.0,7.0,9.0,9.0,4218,8.0,1.0,5.0,1.0,2.0,133.0
1429,5876,0,0,1,0,0,0,48157,1,0,0,0,0,0,1,1,0.0,alyssajadev18,"these are my family members. pls do whatever it takes to protect yourself and others. if that means staying inside, then stay tf inside. i promise youll be fine w/o partying for a while. no one needs to know the pain of losing 3 family members in less than 2 weeks. https://t.co/si0QNF1Dzr",709450209298763777,6,24,2020,3.0,9.0,8.0,6.0,0.0,3.0,9.0,9.0,0.0,9.0,4822,8.0,1.0,8.0,1.0,50.0,3176.0
1430,5904,0,0,0,0,0,0,12081,0,0,1,0,0,0,1,0,0.0,TurnerT7057,"""Safely travel with family?"" we are in a Pandemic. Why can't we get paid to stay home and stop the virus?  It's almost like the GOP wants to kill older people and people of color.... https://t.co/QsH2vvQTaP",4126625418,6,24,2020,6.0,9.0,8.0,8.0,1.0,4.0,7.0,6.0,0.0,0.0,1216,8.0,2.0,7.0,0.0,127.0,2132.0
1432,591,0,0,1,0,0,0,22109,0,0,1,0,0,0,1,0,0.0,DiyaMMiller,Other countries did it. Until USA has total lockdown and cleans EVERYTHING we will not win this war against Covid19 https://t.co/zEOeZWDpj6,4629052632,3,26,2020,2.0,8.0,0.0,5.0,7.0,8.0,5.0,5.0,8.0,0.0,2201,0.0,3.0,7.0,0.0,0.0,21.0
1433,5911,0,0,1,0,0,0,12086,0,0,0,0,0,0,1,0,0.0,taddschwartz,@Gazzer @downtownMIA Unacceptable.  Healthy &amp; Safe community will get us to healthy economy - not the other way around.  WEAR A MASK or stay home #Miami,39174667,6,24,2020,7.0,9.0,8.0,8.0,1.0,7.0,9.0,4.0,9.0,9.0,1227,8.0,1.0,9.0,1.0,926.0,27779.0
1435,5926,0,1,0,0,0,0,6077,0,0,0,0,0,0,1,0,0.0,emilyguerrero54,Reminder that the country is only reopening cuz all they care about is money. They dont give a fuck about you or your health. Stay home https://t.co/tAXUPBzPy7,2492048780,6,24,2020,9.0,9.0,8.0,4.0,5.0,8.0,8.0,7.0,9.0,9.0,0609,8.0,2.0,9.0,1.0,49.0,2742.0
1436,5930,0,0,0,0,0,0,6037,0,0,1,0,0,0,1,0,0.0,Tom___Kelly,"@EdmundX @Ramsey23118685 @kodkod87 @r77619 @JSegor @ScottAdamsSays If you want to stop the Pandemic and the risk to elders, just STAY HOME, regardless of your age. (I don't want to be under house arrest for the rest of my life. Would you?)",150058584,6,24,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,3207.0,89633.0
1437,5933,0,0,1,0,0,0,48201,0,0,0,0,0,0,1,1,1.0,SaulG428,One of my coworkers has a cousin whos 22 who died cause of covid19 He was in the hospital for more than 20 days and died and was brought back TWICE Wear your fucking mask stay the fuck home if you have nowhere you NEED to be and stop pretending this shit aint serious.22 years old,2585599666,6,24,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,538.0,25786.0
1438,5945,0,0,0,0,0,0,6065,0,0,0,0,0,1,0,0,0.0,Wormeaful,@rob_b1991 You think people will be down for that? I think people will protest the lockdown if they want to do it again,139994152,6,24,2020,9.0,9.0,8.0,4.0,3.0,7.0,9.0,8.0,0.0,9.0,0636,8.0,1.0,9.0,1.0,432.0,14905.0
1439,5955,0,0,0,0,0,1,12057,0,0,0,0,0,0,0,0,0.0,shane0wens,@ladygator2007 @GovRonDeSantis Exactly 100% if they Are scared they just need to stay home and let people go back to work,1266768100554399751,6,24,2020,6.0,9.0,8.0,7.0,1.0,4.0,8.0,6.0,9.0,9.0,1214,8.0,1.0,8.0,1.0,121.0,6892.0
1440,5958,0,0,0,0,0,0,12095,0,0,0,0,0,1,1,0,0.0,Dkallday97,Well overdue but better late then never  @GovRonDeSantis now do something about this #COVID in our state and all the irresponsible people who refuse to stay home or wear masks  https://t.co/ZIMezBeLfk,2923433741,6,24,2020,6.0,9.0,8.0,6.0,1.0,4.0,9.0,6.0,9.0,9.0,1210,8.0,1.0,9.0,1.0,53.0,6056.0
1442,5963,0,0,0,0,0,0,48201,1,0,0,0,0,0,1,0,0.0,MarkChristop,@Frances_Fisher People need to stay home. Stop going to the beach. Eventually it will sink into people's head. Meanwhile more deaths. #StopCovid #StayHome #COVID__19 #WearAMaskSaveALife,1247688289,6,24,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,538.0,25786.0
1443,5970,0,0,1,0,0,0,39035,0,0,0,0,0,0,1,0,1.0,lissmariee,Stay home if your feelings sick!!!!!!,225976954,6,24,2020,8.0,9.0,8.0,9.0,1.0,4.0,7.0,4.0,0.0,9.0,3911,8.0,1.0,8.0,1.0,343.0,5964.0
1444,598,0,0,0,0,0,0,26163,1,0,0,0,0,0,1,0,0.0,DetroitCSC,"michigan coronavirus cases total 2,856; death toll rises to 60 please just stay home. dont go out to meijer unless you need to",335680231,3,26,2020,9.0,9.0,8.0,9.0,3.0,6.0,8.0,3.0,9.0,9.0,2613,8.0,1.0,8.0,1.0,31.0,1392.0
1445,5982,0,0,1,0,0,0,48453,0,0,0,0,0,0,1,0,0.0,roxybrookslords,"No excuses. Stay home or wear a mask. #staysafe #covid19 #wearamask #wereallinthistogether @ Austin, Texas https://t.co/bk7dfc1HSS",1363492604,6,24,2020,2.0,9.0,8.0,2.0,0.0,4.0,9.0,9.0,9.0,9.0,4835,8.0,1.0,8.0,1.0,114.0,6596.0
1446,5987,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,3.0,Raeonaa,y'all opened up all bars and clubs what did you expect? for people to stay home? if you cared you would've left everything closed like these other cities but i digress https://t.co/Jr1IHDigqb,162962863,6,24,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,3207.0,89633.0
1447,599,0,0,1,0,0,0,39061,0,0,0,0,0,0,1,0,0.0,3abduB,"Social life is truly missed, especially in times like these. 14 days of home isolation, followed by 3 weeks of curfew is not fun at all! Stay home, stay safe, and let's stop this mothereffing virus!

#tbt #tbthursday https://t.co/1PGgdTAxMI",405080810,3,26,2020,6.0,9.0,8.0,9.0,0.0,2.0,6.0,6.0,0.0,9.0,3901,8.0,1.0,7.0,1.0,0.0,53.0
1448,5991,0,0,1,0,0,0,48113,0,0,0,0,0,0,1,0,0.0,deejayrell,#StayAtHome order and save our people @GregAbbott_TX,1406451590,6,25,2020,4.0,9.0,8.0,6.0,1.0,8.0,9.0,6.0,9.0,9.0,4830,8.0,1.0,9.0,1.0,393.0,18538.0
1449,5995,0,0,0,0,0,0,36047,0,0,1,0,0,0,1,0,3.0,CushKobain,"I fw this energy. Stay home, flatten the curve. https://t.co/ofuy6VbJT8",20967178,6,25,2020,7.0,9.0,8.0,9.0,0.0,8.0,8.0,6.0,9.0,9.0,3609,8.0,1.0,9.0,1.0,7144.0,60002.0
1450,60,0,0,1,0,0,0,6073,0,0,0,0,1,0,1,0,0.0,DrJarryd,"Dear Fellow Catholics  

Our Pope probably wont mind if you stay home this year. Dont let Good Friday turn into Sick Saturday.

Jesus needs us to live. 
God does too. 
I have faith those 2 sentences are redundant. 
#COVID https://t.co/wm5SUhu6Po",67146757,3,9,2020,6.0,9.0,8.0,3.0,0.0,5.0,9.0,9.0,9.0,9.0,0652,8.0,1.0,8.0,1.0,0.0,3.0
1452,6007,0,0,1,0,0,0,40027,1,0,0,0,0,0,1,0,0.0,The_Twenty_Two,The options today are: lockdown to save lives. Continue to do nothing and watch as it wrecks the economy and kills half a million people.,2869901107,6,25,2020,2.0,9.0,8.0,3.0,1.0,2.0,5.0,8.0,2.0,0.0,4004,8.0,1.0,5.0,0.0,40.0,763.0
1454,6024,0,1,0,0,0,0,48507,0,0,0,0,0,0,1,0,0.0,AnnieBanannie_3,Well yall wanted herd immunity looks like were gonna get it cuz people wont stay their ass at home.,130715420,6,25,2020,9.0,2.0,2.0,2.0,9.0,9.0,7.0,0.0,8.0,8.0,4823,0.0,7.0,9.0,1.0,0.0,17.0
1455,603,0,0,1,0,0,0,18097,0,0,0,0,0,0,1,0,1.0,adm_grahamuel,Stay home. Take care of yourself. Check in with your friends.,1592227082,3,26,2020,7.0,9.0,8.0,9.0,1.0,5.0,6.0,3.0,9.0,9.0,1807,8.0,1.0,8.0,1.0,6.0,293.0
1456,605,1,0,1,0,0,0,48439,0,0,0,0,0,0,1,0,0.0,Mzbankz_94,If its that serious stay your ass home like you supposed to be,102755279,3,26,2020,3.0,9.0,8.0,7.0,1.0,5.0,8.0,8.0,0.0,0.0,4833,8.0,1.0,8.0,0.0,1.0,100.0
1457,6053,0,1,0,0,0,0,6085,0,0,0,0,0,0,1,0,0.0,mishali_patel,WILL YOU IDIOTS JUST ACTUALLY STAY THE FUCK HOME!!! HOW DO YOU THINK THE PEOPLE WHO HAVE ACTUALLY STAYED HOME FOR THE PAST 3-4 MONTHS FEEL?? SOME OF YALL ARE JUST SO INCONSIDERATE AND SELFISH FOR VACATIONING LIKE THE VIRUS AINT A THING! https://t.co/md9EVRkZQQ,2908434925,6,25,2020,4.0,9.0,8.0,2.0,0.0,5.0,9.0,9.0,9.0,9.0,0619,8.0,1.0,7.0,1.0,155.0,3888.0
1458,606,0,0,1,0,0,0,12095,0,0,0,0,0,0,1,0,0.0,WarpedToys,Stay home! Florida is closed! We dont need people from other states bringing more of the virus here simply because they want to escape their mandatory lockdown in their state!  #florida #coronavirus #besmart https://t.co/t5A5rv2IUu,14592232,3,26,2020,6.0,9.0,8.0,6.0,1.0,4.0,9.0,6.0,9.0,9.0,1210,8.0,1.0,9.0,1.0,4.0,110.0
1459,6081,0,0,0,0,0,1,13047,0,0,0,0,0,0,0,0,0.0,ih8florida,"@margopressley Were so ready! I wish the government would allow folks to be free. If you want to go somewhere, go. If not, stay home. I realize there is risks. There was risks prior to covid.",770050537601499136,6,25,2020,5.0,7.0,5.0,8.0,4.0,5.0,1.0,7.0,1.0,0.0,1314,6.0,2.0,3.0,0.0,6.0,297.0
1460,6086,0,0,0,0,0,0,48113,1,0,0,0,0,0,1,0,1.0,sanchezkenyaa05,"Unpopular opinion: I understand 4th of July is an important holiday but if you go out this weekend you will be endangering yourself and those around you. PLEASE stay home, wear a mask, wash your hands. Its one fucking day.",436935021,6,25,2020,4.0,9.0,8.0,6.0,1.0,8.0,9.0,6.0,9.0,9.0,4830,8.0,1.0,9.0,1.0,393.0,18538.0
1461,6092,0,0,1,0,0,0,48201,0,0,0,0,0,0,1,0,8.0,Shakeyourbnx2,Texas Childrens Hospital is actually taking Covid adult patients. Like this is so crazy. Like please stay safe and stay at home. We honestly cannot care for all of you. https://t.co/ucn6ZHYWsf,250972236,6,25,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,550.0,27016.0
1462,6100,0,1,0,0,0,0,48091,0,0,0,0,0,0,1,0,3.0,kungfuasHley,"Yall trippin. Wear the fucking mask in public areas, or stay your ass home its not that fucking hard! Quit being ignorant selfish pricks!! https://t.co/lnVxvlD1wU",597201219,6,25,2020,1.0,8.0,6.0,6.0,0.0,1.0,9.0,9.0,0.0,0.0,4821,7.0,1.0,7.0,0.0,7.0,374.0
1464,611,0,0,1,0,0,0,27123,0,0,0,0,0,0,1,0,0.0,EamonCoyne,Minnesota loves lists. We love to have the most lakes and bike paths and be #1 in everything. Lets try being #1 in fewest cases of coronavirus cases! #StayHomeMN https://t.co/gC5XjkOOuf,14065360,3,26,2020,4.0,9.0,8.0,8.0,0.0,2.0,7.0,8.0,9.0,9.0,2704,8.0,1.0,6.0,1.0,2.0,32.0
1465,613,0,0,1,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,cwilli72691,#CoronaVillains #Christians it ain't no joke #coronavirus is real! Wake up don't be a #coronavirusidiot stay at home #TrumpLiesAboutCoronavirus https://t.co/xHZPnsu5OQ,2756904182,3,26,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,21.0,1229.0
1466,614,0,0,0,0,0,0,48201,1,0,0,0,0,0,1,0,3.0,whatuplakerss,Yall we got the 2nd most cases of corona ! The only country that had more was China !! SHUT THE US DOWN NOW !! Everybody stay damn home,831279725914050560,3,26,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,6.0,203.0
1467,6144,1,0,0,0,0,0,48201,0,0,0,0,0,0,1,0,3.0,jasminedhall,"As in essential worker, yall can at least be respectful. Stop coming to places of business with attitudes. Leave them at the door, or STAY TF HOME! We all dislike whats going on in the world.",2219336874,6,25,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,550.0,27016.0
1468,615,0,0,1,0,0,0,12009,1,0,1,0,0,0,1,0,0.0,ButtonFranklin,"We just passed #Italy  in cases dam near close to #China . We must stop the spread, so we can go back to work soon. We will win this war! The most  today of 237+ wow I feel for the families. Yes, we want things to open, but not rush this. #coronavirus #CoronavirusPandemic https://t.co/Wyq5HIzRxz",2623927990,3,26,2020,7.0,9.0,8.0,7.0,1.0,2.0,6.0,6.0,0.0,0.0,1208,8.0,2.0,6.0,0.0,0.0,13.0
1470,6155,0,0,1,0,0,0,12101,0,0,0,0,0,0,1,0,1.0,paulmcclintock,"MAY BE AS MANY AS
20 MILLION ARE INFECTED
STAY HOME! STAY SAFE!
https://t.co/ZNfSCvWOuO https://t.co/3yx1GJSb17",61768027,6,25,2020,6.0,9.0,8.0,8.0,3.0,4.0,8.0,4.0,2.0,0.0,1212,8.0,1.0,6.0,0.0,17.0,1170.0
1471,6161,0,0,1,0,0,0,48201,0,0,0,0,0,0,1,0,0.0,2trimstine,"Stay safe, stay home and use the technology we have been given and let that guy self implode. Hes corrupt and hes crazy. https://t.co/dti76VZ7de",1673490823,6,25,2020,5.0,9.0,8.0,4.0,1.0,8.0,9.0,8.0,0.0,9.0,4829,8.0,1.0,9.0,1.0,550.0,27016.0
1473,6175,0,0,0,0,0,0,53033,0,0,1,0,1,0,1,0,0.0,DancesWithRain,"I'll just leave this right here, stay safe!  #QuarantineLife #CoronaVirus #SocialDistancing #PrayForTheWorld #WeGotThisWA #StopTheSpread #BeResponsible #StayHome #DontBeAPartOfTheProblem #ProtectOthers #InThisTogether #TrustInTheLord #Covid_19 #Seattle #Blessed #DancesWithRain https://t.co/wF4l1qW67k",46402897,6,25,2020,3.0,9.0,8.0,3.0,0.0,1.0,9.0,9.0,9.0,9.0,5307,8.0,1.0,6.0,1.0,606.0,9678.0
1474,619,0,0,0,1,0,0,12073,0,0,0,0,0,0,1,0,22.0,blacksheep_fsu,stay home u damn heathens,347985909,3,26,2020,8.0,9.0,8.0,9.0,0.0,1.0,8.0,5.0,9.0,9.0,1205,8.0,2.0,8.0,1.0,1.0,9.0
1475,620,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,2.0,Slip2MyLoo,"US leads the world in confirmed Coronavirus cases for the first time. 

WAY TO GO AMERICA  STAY YO ASSES HOME https://t.co/36N9jllrb1",1697360010,3,26,2020,7.0,9.0,8.0,6.0,1.0,8.0,9.0,8.0,9.0,9.0,0640,8.0,1.0,9.0,1.0,21.0,1229.0
1476,6204,0,0,0,0,0,0,47037,1,0,0,0,0,0,1,0,0.0,debshizeva,@DrPsyBuffy I have also seen this! We are all going to die unless we just all stay home.,3033306074,6,25,2020,4.0,9.0,8.0,8.0,0.0,4.0,8.0,6.0,0.0,9.0,4705,8.0,1.0,8.0,1.0,103.0,8258.0
1477,6205,0,0,1,0,0,0,4013,0,0,0,0,0,0,1,0,0.0,sweetteawitht,I personally know 5 people who have recovered. #covid19 stay at home when you can. Stay healthy,1179278660282413056,6,25,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,694.0,37135.0
1478,6210,0,0,1,0,0,0,48029,0,0,0,0,0,0,1,0,0.0,bivncuh,understand till this shit really hits you close to home. STAY CLEAN! STAY AT HOME! because this shit wont end unless we all just stay tf at home and think about our healths.,1012087766333755392,6,26,2020,4.0,9.0,8.0,6.0,1.0,6.0,9.0,7.0,2.0,9.0,4820,8.0,1.0,9.0,1.0,104.0,8452.0
1479,622,0,0,1,0,0,0,40109,1,0,0,0,0,0,1,0,0.0,Devbos,"@CTLRB @mike_slocumb @ClayTravis Its pretty sad when their only argument is comparing stats of what people die from. The point is still the same... people are dying. If I could prevent cancer from killing people (even just 1 person) by staying home for a little while, wouldnt we still choose to stay home?",346163573,3,26,2020,3.0,9.0,8.0,7.0,1.0,5.0,5.0,5.0,1.0,0.0,4005,8.0,1.0,7.0,0.0,2.0,73.0
1480,6227,0,0,0,0,0,0,18089,0,0,0,0,0,1,1,0,0.0,SargonTheKing,America is so ignorant to rules thats why these outbreaks on covid is spiking. People dont know how to stay they ass home,1213856501124567040,6,26,2020,8.0,9.0,8.0,8.0,3.0,4.0,7.0,6.0,9.0,9.0,1801,8.0,1.0,8.0,1.0,238.0,4650.0
1481,623,0,0,0,0,0,0,4019,0,0,1,0,0,0,1,0,0.0,valdez_j9,The whole US needs to go on lockdown,765429471067246592,3,26,2020,7.0,9.0,8.0,6.0,1.0,4.0,9.0,5.0,9.0,9.0,0403,8.0,2.0,8.0,1.0,1.0,75.0
1482,6232,0,0,0,0,0,1,4013,0,0,0,0,0,0,0,0,0.0,NINA202000,Miss Sinema Vulnerable Elderly and with underlying conditions should or can stay home if they choose simple as that. Isnt it true the vast % of deaths from this China Virus in Az are the elderly with underlying conditions... https://t.co/R87y9ynWko,801614239194497024,6,26,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,718.0,39626.0
1483,6233,0,1,0,0,0,0,19153,0,0,0,0,0,0,1,0,0.0,quesawn,knowing that you could potentially have a highly contagious and deadly incurable(as of rn) disease. how stupid and selfish do you have to be to put the lives of literally everyone in the building at risk for literally 0 reason just stay the fuck home bruh.,1342772102,6,26,2020,2.0,9.0,8.0,6.0,0.0,1.0,5.0,8.0,1.0,9.0,1903,8.0,2.0,5.0,1.0,174.0,5769.0
1484,6243,0,0,0,0,0,0,4013,0,0,1,0,0,0,1,0,0.0,GabyRod1981,"@madg27ny1 @PhoenixAEW I'm from Phoenix
And he says stay home
People in Phoenix don't listen
He is a governor
Not our babysitter
Plain ln n simple stay home
Wear a mask
Be considered of others",1212762759194013696,6,26,2020,5.0,9.0,8.0,5.0,1.0,5.0,9.0,8.0,0.0,0.0,0406,8.0,1.0,8.0,0.0,718.0,39626.0
1485,6248,0,1,0,0,0,0,34035,1,0,1,0,0,0,1,0,1.0,pain_prejudice,@DocJeffD @UsDays4 @skbaer this is just so sad. its not worth risking your life or the life of another. just stay home and relax. this is a pandemic. we need to live our lives with more care and compassion for others. the selfishness i see expressed by so many people is really discouraging. ,167100198,6,26,2020,3.0,9.0,0.0,7.0,0.0,0.0,9.0,9.0,8.0,9.0,3407,0.0,1.0,7.0,1.0,524.0,4868.0
1486,6252,0,0,0,0,0,1,12086,0,0,0,1,0,0,0,0,0.0,AnaPuigRES,"@MayorGimenez @MayorGimenez keeping @MiamiDadeCounty hostige.  Time to do quite the opposite, those who fight will get freedom, those who stay home will be taken advantage of. This is not living, mayor getting payed while many continue to loose. @GovRonDeSantis #BadGuy",751582482055692288,6,26,2020,7.0,9.0,8.0,8.0,1.0,7.0,9.0,4.0,9.0,9.0,1227,8.0,1.0,9.0,1.0,946.0,30196.0
